id;keywords;title;imdb_id;keywords_len
880;[{'id': 236, 'name': 'suicide'}, {'id': 240, 'name': 'underdog'}, {'id': 460, 'name': 'free love'}, {'id': 490, 'name': 'philosophy'}, {'id': 570, 'name': 'rape'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 936, 'name': 'loss of mother'}, {'id': 1842, 'name': 'village life'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2383, 'name': 'feminism'}, {'id': 3154, 'name': 'indian summer '}, {'id': 3371, 'name': 'family history'}, {'id': 4129, 'name': 'widow'}, {'id': 4402, 'name': 'peasant'}, {'id': 5331, 'name': 'village'}, {'id': 6009, 'name': 'mathematics'}, {'id': 6089, 'name': 'freedom'}, {'id': 6145, 'name': 'right and justice'}, {'id': 9457, 'name': 'single'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 11925, 'name': 'domestic violence'}, {'id': 13160, 'name': 'university'}, {'id': 187056, 'name': 'woman director'}];Antonia's Line;tt0112379;24
10534;[{'id': 2082, 'name': 'sailing trip'}, {'id': 2913, 'name': 'diary'}, {'id': 3180, 'name': 'sailing'}, {'id': 10349, 'name': 'survival'}, {'id': 10683, 'name': 'coming of age'}, {'id': 18068, 'name': 'teenage boy'}, {'id': 46962, 'name': 'discipline'}, {'id': 167836, 'name': 'squall'}, {'id': 167837, 'name': 'sail'}, {'id': 167843, 'name': 'ship captain'}, {'id': 167861, 'name': 'caribbean'}, {'id': 167863, 'name': 'male bonding'}, {'id': 167868, 'name': 'seasickness'}, {'id': 168683, 'name': 'storm at sea'}, {'id': 208992, 'name': '1960s'}];White Squall;tt0118158;15
9208;[{'id': 720, 'name': 'helicopter'}, {'id': 1261, 'name': 'river'}, {'id': 1316, 'name': 'captain'}, {'id': 1353, 'name': 'underground'}, {'id': 1666, 'name': 'mexican standoff'}, {'id': 1825, 'name': 'countdown'}, {'id': 3203, 'name': 'pilot'}, {'id': 5572, 'name': 'fistfight'}, {'id': 8122, 'name': 'canyon'}, {'id': 9052, 'name': 'major'}, {'id': 10085, 'name': 'betrayal'}, {'id': 12371, 'name': 'gunfight'}, {'id': 13008, 'name': 'train'}, {'id': 14601, 'name': 'explosion'}, {'id': 15263, 'name': 'park ranger'}, {'id': 18034, 'name': 'desert'}, {'id': 162365, 'name': 'military'}, {'id': 208547, 'name': 'nuclear device'}, {'id': 209476, 'name': 'boxing'}, {'id': 214472, 'name': 'stealth aircraft'}, {'id': 215861, 'name': 'abandoned mine'}, {'id': 219869, 'name': 'humvee'}];Broken Arrow;tt0115759;22
406;[{'id': 90, 'name': 'paris'}, {'id': 376, 'name': 'neo-nazi'}, {'id': 379, 'name': 'skinhead'}, {'id': 642, 'name': 'robbery'}, {'id': 796, 'name': 'police brutality'}, {'id': 898, 'name': 'hip-hop'}, {'id': 1419, 'name': 'gun'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 1974, 'name': 'breakdance'}, {'id': 1975, 'name': 'arabian'}, {'id': 3925, 'name': 'boredom'}, {'id': 9748, 'name': 'revenge'}, {'id': 14632, 'name': 'suburb'}, {'id': 14819, 'name': 'violence'}, {'id': 15090, 'name': 'police officer'}, {'id': 156052, 'name': 'unemployment'}, {'id': 156702, 'name': 'capture'}, {'id': 160910, 'name': 'xenophobia'}];La Haine;tt0113247;18
688;"[{'id': 455, 'name': 'farewell'}, {'id': 596, 'name': 'adultery'}, {'id': 699, 'name': 'love at first sight'}, {'id': 1003, 'name': 'photographer'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 2029, 'name': 'iowa'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2784, 'name': 'mother role'}, {'id': 3450, 'name': 'bridge'}, {'id': 3451, 'name': 'housewife'}, {'id': 3452, 'name': 'love letter'}, {'id': 4402, 'name': 'peasant'}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 6025, 'name': 'photography'}, {'id': 6059, 'name': 'unsociability'}, {'id': 7879, 'name': 'secret love'}, {'id': 221355, 'name': 'nature documentary'}]";The Bridges of Madison County;tt0112579;17
9737;[{'id': 416, 'name': 'miami'}, {'id': 703, 'name': 'detective'}, {'id': 772, 'name': 'handcuffs'}, {'id': 822, 'name': 'airport'}, {'id': 1666, 'name': 'mexican standoff'}, {'id': 3688, 'name': 'strip club'}, {'id': 4009, 'name': 'witness protection'}, {'id': 9844, 'name': 'car crash'}, {'id': 11730, 'name': 'internal affairs'}, {'id': 12371, 'name': 'gunfight'}, {'id': 14601, 'name': 'explosion'}, {'id': 14707, 'name': 'brutality'}, {'id': 14967, 'name': 'foot chase'}, {'id': 15483, 'name': 'car chase'}, {'id': 18026, 'name': 'drug lord'}, {'id': 166856, 'name': 'hangar'}, {'id': 167114, 'name': 'loose cannon'}, {'id': 167115, 'name': 'bust'}, {'id': 167119, 'name': 'reference to skittles'}, {'id': 167124, 'name': 'black cop'}, {'id': 167128, 'name': 'badge'}, {'id': 219404, 'name': 'action hero'}, {'id': 226376, 'name': 'corrupt cop'}];Bad Boys;tt0112442;23
568;[{'id': 305, 'name': 'moon'}, {'id': 1196, 'name': 'florida'}, {'id': 1432, 'name': 'nasa'}, {'id': 2345, 'name': 'spaceman'}, {'id': 4776, 'name': 'race against time'}, {'id': 9609, 'name': 'houston'}, {'id': 9672, 'name': 'based on true story'}, {'id': 9882, 'name': 'space'}, {'id': 10084, 'name': 'rescue'}, {'id': 10349, 'name': 'survival'}, {'id': 10617, 'name': 'disaster'}, {'id': 14601, 'name': 'explosion'}, {'id': 14626, 'name': 'astronaut'}, {'id': 156395, 'name': 'imax'}, {'id': 184994, 'name': 'saturn v rocket'}, {'id': 189098, 'name': 'courage'}, {'id': 193479, 'name': 'hypothermia'}, {'id': 226233, 'name': 'apollo program'}, {'id': 226234, 'name': 'cape kennedy'}, {'id': 226235, 'name': 'lunar mission'}, {'id': 226236, 'name': 'spacecraft accident'}];Apollo 13;tt0112384;21
414;[{'id': 483, 'name': 'riddle'}, {'id': 849, 'name': 'dc comics'}, {'id': 3259, 'name': 'rose'}, {'id': 6969, 'name': 'gotham city'}, {'id': 9104, 'name': 'partner'}, {'id': 9715, 'name': 'superhero'}, {'id': 10486, 'name': 'robin'}, {'id': 10525, 'name': 'broken neck'}, {'id': 11268, 'name': 'psychologist'}, {'id': 14819, 'name': 'violence'}, {'id': 15009, 'name': 'criminal'}, {'id': 33518, 'name': 'district attorney'}, {'id': 33626, 'name': 'millionaire'}, {'id': 33981, 'name': 'falling down stairs'}, {'id': 34156, 'name': 'tied up'}, {'id': 156116, 'name': 'tommy gun'}, {'id': 157166, 'name': 'beretta'}, {'id': 157583, 'name': 'knocked out'}, {'id': 163455, 'name': 'super powers'}, {'id': 170383, 'name': 'disfigurement'}, {'id': 170652, 'name': 'father figure'}];Batman Forever;tt0112462;21
8963;[{'id': 339, 'name': 'submarine'}, {'id': 1860, 'name': 'mutiny'}, {'id': 2139, 'name': 'russia'}, {'id': 2534, 'name': 'missile'}, {'id': 3312, 'name': 'nuclear missile'}, {'id': 4123, 'name': 'embassy'}, {'id': 4410, 'name': 'u.s. navy'}, {'id': 4933, 'name': 'battle for power'}, {'id': 6791, 'name': 'torpedo'}, {'id': 162365, 'name': 'military'}, {'id': 198423, 'name': 'moral dilemma'}, {'id': 217133, 'name': 'post cold war'}, {'id': 221092, 'name': 'aircraft carrier'}, {'id': 226740, 'name': 'chain of command'}, {'id': 226741, 'name': 'launch code'}, {'id': 226742, 'name': 'sonar'}];Crimson Tide;tt0112740;16
8068;[{'id': 75, 'name': 'gunslinger'}, {'id': 139, 'name': 'anti terror'}, {'id': 502, 'name': 'ambush'}, {'id': 534, 'name': 'mexico'}, {'id': 797, 'name': 'showdown'}, {'id': 953, 'name': 'guitar'}, {'id': 2483, 'name': 'nudity'}, {'id': 2708, 'name': 'hitman'}, {'id': 3458, 'name': 'bartender'}, {'id': 9748, 'name': 'revenge'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 10950, 'name': 'shootout'}, {'id': 14575, 'name': 'mariachi'}, {'id': 14601, 'name': 'explosion'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 14707, 'name': 'brutality'}, {'id': 18026, 'name': 'drug lord'}, {'id': 41372, 'name': 'leg brace'}, {'id': 154889, 'name': 'concealed weapon'}, {'id': 187844, 'name': 'flashback'}, {'id': 226790, 'name': 'bookstore'}];Desperado;tt0112851;21
1572;[{'id': 258, 'name': 'bomb'}, {'id': 444, 'name': 'taxi'}, {'id': 483, 'name': 'riddle'}, {'id': 642, 'name': 'robbery'}, {'id': 703, 'name': 'detective'}, {'id': 720, 'name': 'helicopter'}, {'id': 1321, 'name': 'gold'}, {'id': 1552, 'name': 'subway'}, {'id': 3799, 'name': 'ship'}, {'id': 5572, 'name': 'fistfight'}, {'id': 6149, 'name': 'police'}, {'id': 9663, 'name': 'sequel'}, {'id': 9758, 'name': 'deception'}, {'id': 10950, 'name': 'shootout'}, {'id': 14512, 'name': 'new york city'}, {'id': 14601, 'name': 'explosion'}, {'id': 14819, 'name': 'violence'}, {'id': 15483, 'name': 'car chase'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 177309, 'name': 'simon says'}, {'id': 187844, 'name': 'flashback'}, {'id': 188329, 'name': 'dump truck'}, {'id': 192707, 'name': 'aqueduct'}, {'id': 219404, 'name': 'action hero'}, {'id': 226838, 'name': 'federal reserve bank'}];Die Hard: With a Vengeance;tt0112864;25
10428;[{'id': 293, 'name': 'female nudity'}, {'id': 2157, 'name': 'hacker'}, {'id': 2483, 'name': 'nudity'}, {'id': 2812, 'name': 'computer virus'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 6104, 'name': 'computer'}, {'id': 9835, 'name': 'sexual fantasy'}, {'id': 9864, 'name': 'prank'}, {'id': 11615, 'name': 'internet'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 13130, 'name': 'teenager'}, {'id': 14512, 'name': 'new york city'}, {'id': 41249, 'name': 'secret service'}, {'id': 155555, 'name': 'computer hacker'}, {'id': 160840, 'name': 'dream sequence'}];Hackers;tt0113243;15
9482;[{'id': 934, 'name': 'judge'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9717, 'name': 'based on comic'}, {'id': 15090, 'name': 'police officer'}, {'id': 18712, 'name': 'based on graphic novel'}, {'id': 160159, 'name': 'frame up'}, {'id': 162988, 'name': 'dystopic future'}, {'id': 180172, 'name': 'framed for murder'}, {'id': 182703, 'name': 'gene'}, {'id': 182706, 'name': 'prosthetic limb'}, {'id': 182709, 'name': 'post holocaust'}, {'id': 182711, 'name': 'dna testing'}, {'id': 203165, 'name': 'dredd'}, {'id': 236590, 'name': '2000 ad'}];Judge Dredd;tt0113492;15
9348;[{'id': 1475, 'name': 'telepathy'}, {'id': 1718, 'name': 'dna'}, {'id': 2340, 'name': 'paranoia'}, {'id': 6017, 'name': 'genetics'}, {'id': 6245, 'name': 'instinct'}, {'id': 9016, 'name': 'femme fatale'}, {'id': 9951, 'name': 'alien'}, {'id': 10562, 'name': 'on the run'}, {'id': 11181, 'name': 'decapitation'}, {'id': 11190, 'name': 'sexual attraction'}, {'id': 12670, 'name': 'los angeles'}, {'id': 163481, 'name': 'cocoon'}, {'id': 163561, 'name': 'genetic engineering'}, {'id': 234319, 'name': 'scientists'}, {'id': 235513, 'name': 'alien dna'}];Species;tt0114508;15
281;[{'id': 445, 'name': 'pornography'}, {'id': 549, 'name': 'prostitute'}, {'id': 570, 'name': 'rape'}, {'id': 796, 'name': 'police brutality'}, {'id': 1566, 'name': 'dream'}, {'id': 1595, 'name': 'ex-girlfriend'}, {'id': 2964, 'name': 'future'}, {'id': 3088, 'name': 'bodyguard'}, {'id': 4562, 'name': 'rapper'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4566, 'name': 'minidisc'}, {'id': 6149, 'name': 'police'}, {'id': 8440, 'name': 'ex-cop'}, {'id': 9826, 'name': 'murder'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 12670, 'name': 'los angeles'}, {'id': 14819, 'name': 'violence'}, {'id': 15009, 'name': 'criminal'}, {'id': 155790, 'name': 'private detective'}, {'id': 162845, 'name': 'revolt'}, {'id': 187056, 'name': 'woman director'}];Strange Days;tt0114558;22
11929;[{'id': 516, 'name': 'child abuse'}, {'id': 703, 'name': 'detective'}, {'id': 818, 'name': 'based on novel'}, {'id': 1010, 'name': 'bar'}, {'id': 2041, 'name': 'island'}, {'id': 2619, 'name': 'suspicion of murder'}, {'id': 9826, 'name': 'murder'}, {'id': 9937, 'name': 'suspense'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 11925, 'name': 'domestic violence'}, {'id': 12193, 'name': 'reporter'}, {'id': 13097, 'name': 'maid'}, {'id': 18047, 'name': 'anger'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 207819, 'name': 'accident'}, {'id': 212642, 'name': 'abusive father'}, {'id': 212643, 'name': 'abusive husband'}, {'id': 212644, 'name': 'anti-depressant'}, {'id': 212645, 'name': 'bangor-maine'}, {'id': 212646, 'name': 'bank account'}];Dolores Claiborne;tt0109642;20
8467;[{'id': 1420, 'name': 'gas station'}, {'id': 2669, 'name': 'motel'}, {'id': 5303, 'name': 'utah'}, {'id': 6241, 'name': 'stupidity'}, {'id': 8126, 'name': 'pill'}, {'id': 9864, 'name': 'prank'}, {'id': 11333, 'name': 'cigar smoking'}, {'id': 14819, 'name': 'violence'}, {'id': 15009, 'name': 'criminal'}, {'id': 18326, 'name': 'fired from the job'}, {'id': 159574, 'name': 'clumsiness'}, {'id': 160962, 'name': 'stepmother stepdaughter relationship'}, {'id': 167310, 'name': 'sitting on a toilet'}, {'id': 167584, 'name': 'aspen colorado'}, {'id': 167591, 'name': 'parakeet'}, {'id': 167598, 'name': 'defecation'}, {'id': 167608, 'name': 'scooter'}, {'id': 167615, 'name': 'hotel suite'}, {'id': 167617, 'name': 'endangered species'}, {'id': 167619, 'name': 'foolish'}, {'id': 215404, 'name': 'laxative'}];Dumb and Dumber;tt0109686;21
522;[{'id': 30, 'name': 'individual'}, {'id': 444, 'name': 'taxi'}, {'id': 571, 'name': 'transsexuality'}, {'id': 663, 'name': 'fortune teller'}, {'id': 774, 'name': 'film business'}, {'id': 886, 'name': 'film making'}, {'id': 887, 'name': 'film producer'}, {'id': 1950, 'name': 'vororte'}, {'id': 2559, 'name': 'film maker'}, {'id': 2792, 'name': 'boxer'}, {'id': 2793, 'name': 'film director'}, {'id': 2794, 'name': 'oddball'}, {'id': 6562, 'name': 'celebrity'}, {'id': 10338, 'name': 'morphine'}, {'id': 10732, 'name': 'movie studio'}, {'id': 12670, 'name': 'los angeles'}, {'id': 18179, 'name': 'drug addict'}, {'id': 155167, 'name': 'cult director'}, {'id': 162687, 'name': 'theremin'}, {'id': 173594, 'name': 'handgun'}, {'id': 180193, 'name': 'trick or treating'}, {'id': 207716, 'name': 'actor'}, {'id': 232471, 'name': 'transvestite'}];Ed Wood;tt0109707;23
1024;[{'id': 456, 'name': 'mother'}, {'id': 572, 'name': 'sex'}, {'id': 1328, 'name': 'secret'}, {'id': 1523, 'name': 'obsession'}, {'id': 2132, 'name': 'literature'}, {'id': 2483, 'name': 'nudity'}, {'id': 2486, 'name': 'fantasy'}, {'id': 2983, 'name': 'passion'}, {'id': 9673, 'name': 'love'}, {'id': 9713, 'name': 'friends'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 10768, 'name': 'lesbian'}, {'id': 10984, 'name': 'true'}, {'id': 14534, 'name': 'relationship'}];Heavenly Creatures;tt0110005;15
11;[{'id': 803, 'name': 'android'}, {'id': 4270, 'name': 'galaxy'}, {'id': 4271, 'name': 'hermit'}, {'id': 10013, 'name': 'death star'}, {'id': 10016, 'name': 'lightsaber'}, {'id': 10527, 'name': 'jedi'}, {'id': 11107, 'name': 'rescue mission'}, {'id': 11195, 'name': 'empire'}, {'id': 11196, 'name': 'rebellion'}, {'id': 13194, 'name': 'planet'}, {'id': 155336, 'name': 'smuggler'}, {'id': 160134, 'name': 'the force'}, {'id': 161176, 'name': 'space opera'}, {'id': 163295, 'name': 'galactic war'}, {'id': 178710, 'name': 'stormtrooper'}, {'id': 178712, 'name': 'totalitarianism'}];Star Wars;tt0076759;16
19101;[{'id': 818, 'name': 'based on novel'}, {'id': 964, 'name': 'servant'}, {'id': 3551, 'name': 'private school'}, {'id': 5248, 'name': 'female friendship'}, {'id': 6271, 'name': 'boarding school'}, {'id': 6731, 'name': 'british'}, {'id': 10873, 'name': 'school'}, {'id': 12663, 'name': 'little girl'}, {'id': 13014, 'name': 'orphan'}, {'id': 14636, 'name': 'india'}, {'id': 14864, 'name': 'rich poor'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 41172, 'name': 'schoolgirl'}, {'id': 155402, 'name': 'presumed dead'}, {'id': 155619, 'name': 'attic'}, {'id': 170344, 'name': 'imagination'}, {'id': 186797, 'name': 'african american servant'}, {'id': 196727, 'name': 'fantasy life'}];A Little Princess;tt0113670;18
